entities,created_at,id,author_id,lang,edit_history_tweet_ids,text,context_annotations,retweet_count,reply_count,like_count,quote_count
"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/EAkXNH53yk', 'expanded_url': 'https://x.com/aldamu_jo/status/1909129393139507301/video/1', 'display_url': 'pic.x.com/EAkXNH53yk', 'media_key': '7_1909128832105201664'}], 'mentions': [{'start': 3, 'end': 13, 'username': 'aldamu_jo', 'id': '1168233995945033728'}], 'annotations': [{'start': 15, 'end': 20, 'probability': 0.3604, 'type': 'Organization', 'normalized_text': 'Celtic'}, {'start': 41, 'end': 49, 'probability': 0.7855, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:46.000Z,1909452330921058437,946735110,en,['1909452330921058437'],"RT @aldamu_jo: Celtic ☘️Supporters, Free Palestine 🇵🇸 https://t.co/EAkXNH53yk","[{'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '731226212824023040', 'name': 'Celtic FC'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697289971322880', 'name': 'Sports & Fitness Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '731226212824023040', 'name': 'Celtic FC'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '733756536430809088', 'name': 'Soccer'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900493514891265', 'name': 'Sports', 'description': 'Sports'}}]",2099,0,0,0
"{'urls': [{'start': 124, 'end': 139, 'url': 'https://t.co/rp', 'display_url': 't.co/rp'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'tontongenant', 'id': '1776145555296505856'}]}",2025-04-08T03:44:46.000Z,1909452330891633092,1357360681243271173,fr,['1909452330891633092'],RT @tontongenant: Tonton nous explique pourquoi il préfère de parler d'Ubisoft plutôt que des enfants bombardé en Palestine https://t.co/rp…,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games - Entertainment'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026653538', 'name': 'Ubisoft'}}, {'domain': {'id': '78', 'name': 'Video Game Publisher', 'description': ""A Video Game Publisher like 'Activision'""}, 'entity': {'id': '10026653538', 'name': 'Ubisoft'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026653538', 'name': 'Ubisoft'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847527650667094017', 'name': 'Gaming', 'description': 'Gaming'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070028312276127746', 'name': 'Game development', 'description': 'Video Game Publisher'}}]",94,0,0,0
"{'urls': [{'start': 117, 'end': 140, 'url': 'https://t.co/9aPUzyqH1l', 'expanded_url': 'https://x.com/VHindus71/status/1909241916337905866/photo/1', 'display_url': 'pic.x.com/9aPUzyqH1l', 'media_key': '3_1909241908481933312'}], 'hashtags': [{'start': 106, 'end': 116, 'tag': 'LoveJihad'}], 'mentions': [{'start': 3, 'end': 13, 'username': 'VHindus71', 'id': '1317070547415572481'}], 'annotations': [{'start': 27, 'end': 34, 'probability': 0.4111, 'type': 'Other', 'normalized_text': 'Dhakaiya'}, {'start': 56, 'end': 64, 'probability': 0.8808, 'type': 'Person', 'normalized_text': 'Promi Das'}, {'start': 94, 'end': 102, 'probability': 0.7974, 'type': 'Place', 'normalized_text': 'Palestine'}, {'start': 107, 'end': 115, 'probability': 0.4371, 'type': 'Person', 'normalized_text': 'LoveJihad'}]}",2025-04-08T03:44:45.000Z,1909452329385971917,1040881382765912064,en,['1909452329385971917'],"RT @VHindus71: Here is the Dhakaiya secular Hindu girl, Promi Das. That’s why she stands with Palestine. 
#LoveJihad https://t.co/9aPUzyqH1l",,431,0,0,0
"{'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/VEaVpKslnW', 'expanded_url': 'https://x.com/pslnational/status/1908600079667069245/video/1', 'display_url': 'pic.x.com/VEaVpKslnW', 'media_key': '13_1908599703186329601'}], 'mentions': [{'start': 3, 'end': 13, 'username': 'Kahlissee', 'id': '848279118'}], 'annotations': [{'start': 50, 'end': 58, 'probability': 0.9467, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:45.000Z,1909452329104867584,2732667724,en,['1909452329104867584'],RT @Kahlissee: 🇺🇸 Indigenous Americans stand with Palestine: https://t.co/VEaVpKslnW,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}]",3884,0,0,0
"{'mentions': [{'start': 3, 'end': 13, 'username': 'aldamu_jo', 'id': '1168233995945033728'}], 'annotations': [{'start': 74, 'end': 79, 'probability': 0.9, 'type': 'Place', 'normalized_text': 'Sweden'}]}",2025-04-08T03:44:45.000Z,1909452328706752845,1567298265212944384,en,['1909452328706752845'],"RT @aldamu_jo: This beautiful song was performed by a Palestinian band in Sweden. 🇵🇸 🇸🇪

It has been composed in Arabic and Swedish languag…",,3307,0,0,0
"{'mentions': [{'start': 3, 'end': 16, 'username': 'maqboozapaki', 'id': '1493107369231982594'}, {'start': 18, 'end': 23, 'username': 'grok', 'id': '1720665183188922368'}, {'start': 24, 'end': 35, 'username': 'pigsrace14', 'id': '1844690057359179782'}, {'start': 36, 'end': 45, 'username': 'PedraPaz', 'id': '719527544966541312'}, {'start': 46, 'end': 56, 'username': 'aljeiiiii', 'id': '414608245'}, {'start': 57, 'end': 69, 'username': 'propvstruth', 'id': '1719037989647523841'}, {'start': 70, 'end': 75, 'username': 'grok', 'id': '1720665183188922368'}]}",2025-04-08T03:44:45.000Z,1909452328476066028,131768844,en,['1909452328476066028'],RT @maqboozapaki: @grok @pigsrace14 @PedraPaz @aljeiiiii @propvstruth @grok is that correct that the British gave Palestinian territories a…,,2,0,0,0
"{'mentions': [{'start': 3, 'end': 14, 'username': 'holy_twig3', 'id': '1268893350880579591'}], 'annotations': [{'start': 56, 'end': 64, 'probability': 0.7001, 'type': 'Place', 'normalized_text': 'Palestine'}, {'start': 67, 'end': 70, 'probability': 0.5128, 'type': 'Organization', 'normalized_text': 'PFLP'}, {'start': 94, 'end': 102, 'probability': 0.8487, 'type': 'Place', 'normalized_text': 'Palestine'}, {'start': 125, 'end': 136, 'probability': 0.921, 'type': 'Person', 'normalized_text': 'Fares Khaled'}]}",2025-04-08T03:44:44.000Z,1909452325279658211,1123617311187963906,en,['1909452325279658211'],"RT @holy_twig3: The Popular Front for the Liberation of Palestine (PFLP) mourns the martyr of Palestine and the Arab nation, Fares Khaled,…",,32,0,0,0
"{'urls': [{'start': 126, 'end': 139, 'url': 'https://t.co/', 'display_url': 't.co'}], 'mentions': [{'start': 3, 'end': 13, 'username': 'aldamu_jo', 'id': '1168233995945033728'}], 'annotations': [{'start': 35, 'end': 51, 'probability': 0.9756, 'type': 'Person', 'normalized_text': 'Cristiano Ronaldo'}, {'start': 113, 'end': 121, 'probability': 0.8746, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:44.000Z,1909452321676730684,1732506792016400384,en,['1909452321676730684'],"RT @aldamu_jo: Resistance dance. 

Cristiano Ronaldo always with the oppressed, never with the oppressors.

Free Palestine 🇵🇸 https://t.co/…","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '733774146434269186', 'name': 'Cristiano Ronaldo'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697289971322880', 'name': 'Sports & Fitness Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '733774146434269186', 'name': 'Cristiano Ronaldo'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '733756536430809088', 'name': 'Soccer'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '733774146434269186', 'name': 'Cristiano Ronaldo'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900493514891265', 'name': 'Sports', 'description': 'Sports'}}]",650,0,0,0
"{'mentions': [{'start': 0, 'end': 16, 'username': 'Hamzasharif5750', 'id': '1804038625149005824'}]}",2025-04-08T03:44:43.000Z,1909452321345749157,1905591531912003587,et,['1909452321345749157'],@Hamzasharif5750 Free Palestine🇵🇸,,0,0,0,0
"{'urls': [{'start': 79, 'end': 102, 'url': 'https://t.co/iZnnVSK7mD', 'expanded_url': 'https://x.com/nadaa01012/status/1908979231494910040/photo/1', 'display_url': 'pic.x.com/iZnnVSK7mD', 'media_key': '3_1908979228621545472'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'nadaa01012', 'id': '1720580951233667072'}], 'annotations': [{'start': 64, 'end': 72, 'probability': 0.6523, 'type': 'Other', 'normalized_text': 'PALESTINE'}]}",2025-04-08T03:44:43.000Z,1909452318199656450,1632282617100881920,en,['1909452318199656450'],"RT @nadaa01012: Can we get 3,000 people to comment with 
"" FREE PALESTINE "" 🇵🇸 https://t.co/iZnnVSK7mD",,252,0,0,0
"{'urls': [{'start': 269, 'end': 292, 'url': 'https://t.co/Yqwe9UJgKA', 'expanded_url': 'https://x.com/foxfire117/status/1909452313183334553/photo/1', 'display_url': 'pic.x.com/Yqwe9UJgKA', 'media_key': '3_1909446957484908544'}, {'start': 269, 'end': 292, 'url': 'https://t.co/Yqwe9UJgKA', 'expanded_url': 'https://x.com/foxfire117/status/1909452313183334553/photo/1', 'display_url': 'pic.x.com/Yqwe9UJgKA', 'media_key': '3_1909449982911893504'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'WhiteHouse', 'id': '1879644163769335808'}], 'annotations': [{'start': 12, 'end': 17, 'probability': 0.9572, 'type': 'Place', 'normalized_text': 'Israel'}, {'start': 42, 'end': 50, 'probability': 0.9656, 'type': 'Place', 'normalized_text': 'Palestine'}, {'start': 75, 'end': 81, 'probability': 0.9413, 'type': 'Person', 'normalized_text': 'Abraham'}, {'start': 102, 'end': 107, 'probability': 0.9485, 'type': 'Place', 'normalized_text': 'Israel'}, {'start': 127, 'end': 135, 'probability': 0.87, 'type': 'Place', 'normalized_text': 'Palestine'}, {'start': 179, 'end': 204, 'probability': 0.6384, 'type': 'Organization', 'normalized_text': 'World Zionist Organization'}]}",2025-04-08T03:44:42.000Z,1909452313183334553,1300597119674281987,en,['1909452313183334553'],"@WhiteHouse Israel never gave the land to Palestine they were there before Abraham came to that area, Israel has be taking the Palestine land piece by piece since  1948. when the World Zionist Organization, made the declaration of the establishment of the Jewish State https://t.co/Yqwe9UJgKA","[{'domain': {'id': '69', 'name': 'News Vertical', 'description': 'News Categories like Entertainment or Technology'}, 'entity': {'id': '840159122012102656', 'name': 'Political News', 'description': 'Political News'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '871795678447456256', 'name': 'The White House', 'description': 'Conversation from and about the White House, both as a destination and as political voice'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '871795678447456256', 'name': 'The White House', 'description': 'Conversation from and about the White House, both as a destination and as political voice'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1068583660914266113', 'name': 'Government institutions', 'description': 'Political Body'}}]",0,0,0,0
"{'urls': [{'start': 161, 'end': 184, 'url': 'https://t.co/wnJqo0mJJn', 'expanded_url': 'https://twitter.com/PreciousXUnity/status/1909449154268742095', 'display_url': 'x.com/PreciousXUnity…'}], 'hashtags': [{'start': 9, 'end': 18, 'tag': 'GENOCIDE'}, {'start': 22, 'end': 32, 'tag': 'PALESTINE'}, {'start': 33, 'end': 38, 'tag': 'GAZA'}, {'start': 45, 'end': 54, 'tag': 'WESTBANK'}, {'start': 55, 'end': 65, 'tag': 'PALESTINE'}, {'start': 148, 'end': 160, 'tag': 'STRIKE4GAZA'}], 'annotations': [{'start': 23, 'end': 31, 'probability': 0.3662, 'type': 'Other', 'normalized_text': 'PALESTINE'}, {'start': 34, 'end': 37, 'probability': 0.4494, 'type': 'Other', 'normalized_text': 'GAZA'}, {'start': 46, 'end': 53, 'probability': 0.4864, 'type': 'Other', 'normalized_text': 'WESTBANK'}, {'start': 56, 'end': 64, 'probability': 0.3762, 'type': 'Person', 'normalized_text': 'PALESTINE'}, {'start': 149, 'end': 159, 'probability': 0.6543, 'type': 'Person', 'normalized_text': 'STRIKE4GAZA'}]}",2025-04-08T03:44:41.000Z,1909452310679257196,43455121,en,['1909452310679257196'],"STOP THE #GENOCIDE IN #PALESTINE #GAZA &amp; #WESTBANK #PALESTINE 

WE FIRST NATION TRIBES STAND ONE HAND WITH THEM BECAUSE WE KNOW THE STRUGGLE. 

#STRIKE4GAZA https://t.co/wnJqo0mJJn",,0,0,0,0
"{'mentions': [{'start': 3, 'end': 18, 'username': 'HuntersOfNazis', 'id': '1784121343631351808'}], 'annotations': [{'start': 56, 'end': 68, 'probability': 0.8445, 'type': 'Person', 'normalized_text': 'Ahmed Mansour'}, {'start': 74, 'end': 80, 'probability': 0.5424, 'type': 'Person', 'normalized_text': 'Mansour'}, {'start': 119, 'end': 127, 'probability': 0.4647, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:40.000Z,1909452306841555265,1729576786621566976,en,['1909452306841555265'],"RT @HuntersOfNazis: Eliminated: Islamic Jihad terrorist Ahmed Mansour ❌️

Mansour was working as 'journalist' for the ""Palestine Today"" net…","[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847543836330958848', 'name': 'Global security & terrorism', 'description': 'Global conversation about threats of terrorism, response of governments, and national security  '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '900740740468191232', 'name': 'Political issues', 'description': 'Political issues'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1074755369530880001', 'name': 'Journalists', 'description': 'Journalism'}}]",234,0,0,0
"{'mentions': [{'start': 3, 'end': 11, 'username': 'IlmFeed', 'id': '2356931412'}], 'annotations': [{'start': 24, 'end': 33, 'probability': 0.9705, 'type': 'Place', 'normalized_text': 'Bangladesh'}, {'start': 56, 'end': 86, 'probability': 0.8155, 'type': 'Place', 'normalized_text': 'Baitul Mukarram National Mosque'}, {'start': 91, 'end': 95, 'probability': 0.9774, 'type': 'Place', 'normalized_text': 'Dhaka'}, {'start': 127, 'end': 135, 'probability': 0.931, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:39.000Z,1909452304476258738,1213476029966077958,en,['1909452304476258738'],RT @IlmFeed: Muslims in Bangladesh gathered outside the Baitul Mukarram National Mosque in Dhaka to call for the liberation of Palestine 🇵🇸…,,262,0,0,0
"{'mentions': [{'start': 3, 'end': 16, 'username': 'Millat_Times', 'id': '4854443925'}]}",2025-04-08T03:44:39.000Z,1909452301086978416,1273040455052046336,hi,['1909452301086978416'],"RT @Millat_Times: ट्रम्प प्रशासन के फ़िलिस्तीन विरोधी अभियान के बावजूद, अमेरिकी राजधानी में फ़िलिस्तीनी समर्थकों का बड़ा प्रदर्शन #ghaza_ge…",,490,0,0,0
"{'urls': [{'start': 88, 'end': 111, 'url': 'https://t.co/8Y1cxXUuJ4', 'expanded_url': 'https://x.com/aldamu_jo/status/1909298356196606011/video/1', 'display_url': 'pic.x.com/8Y1cxXUuJ4', 'media_key': '7_1909298280950812672'}], 'mentions': [{'start': 3, 'end': 13, 'username': 'aldamu_jo', 'id': '1168233995945033728'}], 'annotations': [{'start': 40, 'end': 46, 'probability': 0.8846, 'type': 'Place', 'normalized_text': 'America'}, {'start': 75, 'end': 83, 'probability': 0.9423, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:38.000Z,1909452298985914500,1733015303448305665,en,['1909452298985914500'],RT @aldamu_jo: indigenous population of America stands in solidarity  with Palestine 🇵🇸 https://t.co/8Y1cxXUuJ4,,1168,0,0,0
"{'mentions': [{'start': 3, 'end': 17, 'username': 'ardisatriawan', 'id': '170542374'}]}",2025-04-08T03:44:38.000Z,1909452298692313263,1035901660982177792,in,['1909452298692313263'],"RT @ardisatriawan: Lah, jangan salah.

Orang Korea ngadain demo Free Palestine, setiap weekend.

Tanpa terlewat sekalipun sejak 7 Oktober.…",,4748,0,0,0
"{'mentions': [{'start': 0, 'end': 11, 'username': 'drBernheim', 'id': '1905331237574639616'}, {'start': 12, 'end': 19, 'username': 'caitoz', 'id': '19899980'}], 'annotations': [{'start': 163, 'end': 171, 'probability': 0.8812, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:38.000Z,1909452298243256406,1679852172,en,['1909452298243256406'],"@drBernheim @caitoz Yeah, I've heard about this.

The ridiculous belief that because you may have had an unknown, unnamed, possibly mythical ancestor who lived in Palestine 60 generations ago that it now gives you the right today to colonise the land by right of birth, no matter where that was.",,0,0,0,0
"{'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/zWNtu4slU7', 'expanded_url': 'https://x.com/jacksonhinklle/status/1909425970098192692/video/1', 'display_url': 'pic.x.com/zWNtu4slU7', 'media_key': '7_1909378130411769856'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'jacksonhinklle', 'id': '1151913018936053760'}], 'annotations': [{'start': 23, 'end': 30, 'probability': 0.5559, 'type': 'Other', 'normalized_text': 'HUMANITY'}]}",2025-04-08T03:44:37.000Z,1909452293637800406,1636097779540848640,en,['1909452293637800406'],RT @jacksonhinklle: 🇵🇸 HUMANITY IS WITH PALESTINE! https://t.co/zWNtu4slU7,,109,0,0,0
"{'urls': [{'start': 56, 'end': 79, 'url': 'https://t.co/gfSXUSkjTc', 'expanded_url': 'https://x.com/jacksonhinklle/status/1909418416269631504/video/1', 'display_url': 'pic.x.com/gfSXUSkjTc', 'media_key': '7_1909377945354813441'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'jacksonhinklle', 'id': '1151913018936053760'}]}",2025-04-08T03:44:36.000Z,1909452290605404559,1713903085792489472,en,['1909452290605404559'],RT @jacksonhinklle: 🇵🇸 THE WORLD STANDS WITH PALESTINE! https://t.co/gfSXUSkjTc,,232,0,0,0
"{'urls': [{'start': 56, 'end': 79, 'url': 'https://t.co/gfSXUSkjTc', 'expanded_url': 'https://x.com/jacksonhinklle/status/1909418416269631504/video/1', 'display_url': 'pic.x.com/gfSXUSkjTc', 'media_key': '7_1909377945354813441'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'jacksonhinklle', 'id': '1151913018936053760'}]}",2025-04-08T03:44:36.000Z,1909452288978047402,1714117317880131585,en,['1909452288978047402'],RT @jacksonhinklle: 🇵🇸 THE WORLD STANDS WITH PALESTINE! https://t.co/gfSXUSkjTc,,232,0,0,0
"{'mentions': [{'start': 3, 'end': 13, 'username': 'Kahlissee', 'id': '848279118'}], 'annotations': [{'start': 36, 'end': 48, 'probability': 0.9794, 'type': 'Person', 'normalized_text': 'Ahmed Mansour'}, {'start': 72, 'end': 80, 'probability': 0.7924, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:36.000Z,1909452288835338543,62660612,en,['1909452288835338543'],"RT @Kahlissee: BREAKING: Journalist Ahmed Mansour, a correspondent for “Palestine Today” has succumbed to his wounds and died just moments…","[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1074755369530880001', 'name': 'Journalists', 'description': 'Journalism'}}]",535,0,0,0
"{'mentions': [{'start': 0, 'end': 15, 'username': 'PaulBedsonWPGB', 'id': '1779184222021754880'}, {'start': 16, 'end': 29, 'username': 'Partisangirl', 'id': '312696314'}, {'start': 30, 'end': 41, 'username': 'dschorrnyc', 'id': '20159497'}], 'annotations': [{'start': 155, 'end': 167, 'probability': 0.6807, 'type': 'Person', 'normalized_text': 'JESUS CHRISTS'}, {'start': 227, 'end': 232, 'probability': 0.5067, 'type': 'Person', 'normalized_text': 'ISRAEL'}]}",2025-04-08T03:44:35.000Z,1909452286054531246,1757177030213341184,en,['1909452286054531246'],"@PaulBedsonWPGB @Partisangirl @dschorrnyc this once free
PROTESTANT CHRISTIAN
CONSTITUTIONAL REPUBLIC
is supporting the
RELIGIOUS GENOCIDE in
PALESTINE to
JESUS CHRISTS OWN PPL
BORN IN BETHLEHEM FROM
NAZARETH BOTH IN
PALESTINE
ISRAEL HAS INFILTRATED
THE REPUBLIC
“ROUGE GOVERNMENT”
BLESSED ARE THE
PEACEMAKERS","[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1582737219336347650', 'name': 'ONCE'}}, {'domain': {'id': '69', 'name': 'News Vertical', 'description': 'News Categories like Entertainment or Technology'}, 'entity': {'id': '840159122012102656', 'name': 'Political News', 'description': 'Political News'}}]",0,0,0,0
"{'urls': [{'start': 47, 'end': 70, 'url': 'https://t.co/AHgow0udpF', 'expanded_url': 'https://x.com/stairwayto3dom/status/1908875960033694029/photo/1', 'display_url': 'pic.x.com/AHgow0udpF', 'media_key': '3_1908875952135835648'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'stairwayto3dom', 'id': '1593929531148144645'}], 'annotations': [{'start': 20, 'end': 28, 'probability': 0.3711, 'type': 'Person', 'normalized_text': 'PALESTINE'}]}",2025-04-08T03:44:34.000Z,1909452282703516052,1654258473050468352,en,['1909452282703516052'],RT @stairwayto3dom: PALESTINE WILL BE FREE! 🇵🇸 https://t.co/AHgow0udpF,,962,0,0,0
"{'urls': [{'start': 56, 'end': 79, 'url': 'https://t.co/gfSXUSkjTc', 'expanded_url': 'https://x.com/jacksonhinklle/status/1909418416269631504/video/1', 'display_url': 'pic.x.com/gfSXUSkjTc', 'media_key': '7_1909377945354813441'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'jacksonhinklle', 'id': '1151913018936053760'}]}",2025-04-08T03:44:33.000Z,1909452276151832843,1344081148926963712,en,['1909452276151832843'],RT @jacksonhinklle: 🇵🇸 THE WORLD STANDS WITH PALESTINE! https://t.co/gfSXUSkjTc,,232,0,0,0
"{'mentions': [{'start': 3, 'end': 18, 'username': 'Yemenimilitary', 'id': '1818313690849972224'}], 'annotations': [{'start': 58, 'end': 64, 'probability': 0.7372, 'type': 'Place', 'normalized_text': 'Red Sea'}, {'start': 69, 'end': 77, 'probability': 0.966, 'type': 'Place', 'normalized_text': 'Palestine'}, {'start': 85, 'end': 89, 'probability': 0.9851, 'type': 'Place', 'normalized_text': 'Yemen'}]}",2025-04-08T03:44:33.000Z,1909452275648782660,806280486,en,['1909452275648782660'],RT @Yemenimilitary: No Zionist ship will pass through the Red Sea to Palestine since Yemen announced the resumption of its operations in th…,,10104,0,0,0
"{'mentions': [{'start': 3, 'end': 13, 'username': 'ajacoumba', 'id': '1581410400133959681'}]}",2025-04-08T03:44:32.000Z,1909452274939654251,1706641203272286209,fr,['1909452274939654251'],RT @ajacoumba: Voyez-vous ce qui se passe en Palestine actuellement???,,32,0,0,0
"{'mentions': [{'start': 0, 'end': 15, 'username': 'KhaledEljuhani', 'id': '2456580182'}]}",2025-04-08T03:44:31.000Z,1909452269457666134,808928453005287424,ca,['1909452269457666134'],"@KhaledEljuhani يا شباب العالم✅🌹

وقفة حق إنسانية مع الحق،وفلسطين

عطلوا لهم إلكترونيًا💥أنظمةالكهرباء=نصر وتمكين فلسطين فوراً

Oh, youth of the world✅🌹

A humane stand with justice and Palestine.
Disrupt their electrical systems electronically=immediate victory and empowerment for Palestine",,0,0,0,0
"{'mentions': [{'start': 0, 'end': 5, 'username': 'grok', 'id': '1720665183188922368'}], 'annotations': [{'start': 32, 'end': 40, 'probability': 0.7422, 'type': 'Place', 'normalized_text': 'Palestine'}]}",2025-04-08T03:44:30.000Z,1909452265297264738,1265831094491983879,en,['1909452265297264738'],@grok who is supporting to kill Palestine humanity,,0,0,0,0
